Paper Title,title,authors,school/organization_names,author_countries,conference,published_year,forensic_vs_anti
"Bitcoin simulation model and address heuristic methodYanan Gong*, Kam Pui Chow**, Siu Ming YiuThe","```json
{
    ""title"": ""Improved Bitcoin simulation model and address heuristic method""
}
```","```json
{
    ""authors"": ""Yanan Gong, Kam Pui Chow, Siu Ming Yiu""
}
```","```json
{
    ""school_names"": [""University of Hong Kong""]
}
```","```json
{
    ""author_countries"": [""China""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Your car is recording: Metadata-driven dashcam analysis system Kukheon Lee, Jong-Hyun Choi, Jungheum Park*, Sangjin Lee","```json
{
    ""title"": ""Your car is recording: Metadata-driven dashcam analysis system""
}
```","```json
{
    ""authors"": ""Kukheon Lee, Jong-Hyun Choi, Jungheum Park*, Sangjin Lee""
}
```","```json
{
    ""school_names"": [""Korea University""]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
Carving contiguous and fragmented ﬁles with fast object validation,"```json
{
    ""title"": ""Carving contiguous and fragmented ﬁles with fast object validation""
}
```","```json
{
    ""authors"": ""Simson L. Garfinkel""
}
```","```json
{
    ""school_names"": [
        ""Naval Postgraduate School, Monterey, CA, USA"",
        ""Center for Research on Computation and Society, Harvard University, Cambridge, MA, USA"",
        ""School of Engineering and Applied Sciences, Harvard University, Cambridge, MA, USA""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2007""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Digital forensic text string searching: Improving information retrieval effectiveness by thematically,"```json
{
    ""title"": ""Digital forensic text string searching: Improving information retrieval effectiveness by thematically clustering search results""
}
```","```json
{
    ""authors"": ""Nicole Lang Beebe, Jan Guynes Clark""
}
```","```json
{
    ""school_names"": [""The University of Texas at San Antonio""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2007""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Massive threading: Using GPUs to increase the performance of digital forensics tools5,"```json
{
    ""title"": ""Massive threading: Using GPUs to increase the performance of digital forensics tools""
}
```","```json
{
    ""authors"": ""Lodovico Marziale, Golden G. Richard III, Vassil Roussev""
}
```","```json
{
    ""school_names"": [
        ""University of New Orleans""    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2007""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Multi-resolution similarity hashing Vassil Roussev *, Golden G. Richard III, Lodovico Marziale","```json
{
    ""title"": ""Multi-resolution similarity hashing""
}
```","```json
{
    ""authors"": ""Vassil Roussev, Golden G. Richard III, Lodovico Marziale""
}
```","```json
{
    ""school_names"": [""University of New Orleans""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2007""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Forensic memory analysis: From stack and code to execution history5,"```json
{
    ""title"": ""Forensic memory analysis: From stack and code to execution history5""
}
```","```json
{
    ""authors"": ""Ali Reza Arasteh, Mourad Debbabi""
}
```","```json
{
    ""school_names"": [
        ""Concordia University""
    ]
}
```","```json
{
    ""author_countries"": [""Canada""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2007""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
BodySnatcher: Towards reliable volatile memory acquisition by software,"```json
{
    ""title"": ""BodySnatcher: Towards reliable volatile memory acquisition by software""
}
```","```json
{
    ""authors"": ""Bradley Schatz""
}
```","```json
{
    ""school_names"": [
        ""Evimetry"",
        ""University of Queensland"",
        ""Queensland University of Technology""
    ]
}
```","```json
{
    ""author_countries"": [""Australia""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2007""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
The VAD tree: A process-eye view of physical memory5 Brendan Dolan-Gavitt,"```json
{
    ""title"": ""The VAD tree: A process-eye view of physical memory""
}
```","```json
{
    ""authors"": ""Brendan Dolan-Gavitt""
}
```","```json
{
    ""school_names"": [""MITRE Corporation"", ""Wesleyan University""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2007""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
All your TLS keys are belong to Us: A novel approach to live memory forensic key extraction,"```json
{
    ""title"": ""All your TLS keys are belong to Us: A novel approach to live memory forensic key extraction""
}
```","```json
{
    ""authors"": ""Daniel Baier, Martin Lambertz""
}
```","```json
{
    ""school_names"": [""Fraunhofer FKIE""]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Advanced forensic recovery of deleted file data in F2FS Junghoon Oh*,"```json
{
    ""title"": ""Advanced forensic recovery of deleted file data in F2FS""
}
```","```json
{
    ""authors"": ""Junghoon Oh, Hyunuk Hwang""
}
```","```json
{
    ""school_names"": [""The Affiliated Institute of ETRI""]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Media source similarity hashing (MSSH): A practical method for large-scale media investigations,"```json
{
    ""title"": ""Media source similarity hashing (MSSH): A practical method for large-scale media investigations""
}
```","```json
{
    ""authors"": ""Samantha Klier, Harald Baier""
}
```","```json
{
    ""school_names"": [
        ""Research Institute CODE"",
        ""Faculty for Computer Science"",
        ""University of the Bundeswehr Munich""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
From sync to seizure: A binary instrumentation-based evaluation of the iCloud backup process,"```json
{
    ""title"": ""From sync to seizure: A binary instrumentation-based evaluation of the iCloud backup process""
}
```","```json
{
    ""authors"": ""Julian Geus, Jan Gruber, Jonas Wozar, Felix C. Freiling""
}
```","```json
{
    ""school_names"": [
        ""Friedrich-Alexander-University Erlangen-Nuremberg""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
"Dept. of Forensic Sciences, Sungkyunkwan University, 25-2 Sungkyunkwan-ro, Jongno-gu, Seoul, 03063, South Korea ARTICLE INFO","```json
{
    ""title"": ""DEF-IPV: A digital evidence framework for intimate partner violence victims""
}
```","```json
{
    ""authors"": ""Kyungsuk Cho, Kyuyeon Choi, Yunji Park, Minsoo Kim, Seoyoung Kim, Doowon Jeong""
}
```","```json
{
    ""school_names"": [""Sungkyunkwan University""]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
A study on the recovery of damaged iPhone hardware exhibiting panic full phenomena,"```json
{
    ""title"": ""A study on the recovery of damaged iPhone hardware exhibiting panic full phenomena""
}
```","```json
{
    ""authors"": ""Sunbum Song, Hongseok Yang, Eunji Lee, Sangeun Lee, Gibum Kim""
}
```","```json
{
    ""school_names"": [
        ""Sungkyunkwan University"",
        ""Korean National Police Agency""
    ]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
DF-graph: Structured and explainable analysis of communication data for digital forensics,"```json
{
    ""title"": ""DF-graph: Structured and explainable analysis of communication data for digital forensics""
}
```","```json
{
    ""authors"": ""Jeongin Lee, Chaejin Lim, Beomjin Jin, Moohong Min, Hyoungshick Kim""
}
```","```json
{
    ""school_names"": [
        ""Sungkyunkwan University""
    ]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Towards a standardized methodology and dataset for evaluating LLM-based digital forensic timeline analysis,"```json
{
    ""title"": ""Towards a standardized methodology and dataset for evaluating LLM-based digital forensic timeline analysis""
}
```","```json
{
    ""authors"": ""Hudan Studiawana, Frank Breitinger, Mark Scanlon""
}
```","```json
{
    ""school_names"": [
        ""Institut Teknologi Sepuluh Nopember"",
        ""University of Augsburg"",
        ""University College Dublin""
    ]
}
```","```json
{
    ""author_countries"": [""Indonesia"", ""Germany"", ""Ireland""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Dial M for Mixer: A methodological approach to forensic analysis of unknown devices using the thermomix TM6,"```json
{
    ""title"": ""Dial M for Mixer: A methodological approach to forensic analysis of unknown devices using the thermomix TM6""
}
```","```json
{
    ""authors"": ""Maximilian Eichhorn, Felix C. Freiling""
}
```","```json
{
    ""school_names"": [""Friedrich-Alexander-University Erlangen-Nuremberg""]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Data hiding in file systems: Current state, novel methods, and a standardized corpus","```json
{
    ""title"": ""Data hiding in file systems: Current state, novel methods, and a standardized corpus""
}
```","```json
{
    ""authors"": ""Anton Schwietert, Jan-Niclas Hilgert""
}
```","```json
{
    ""school_names"": [""Fraunhofer Institute for Communication, Information Processing and Ergonomics FKIE""]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Automatically generating digital forensic reference data triggered by mobile application updates,"```json
{
    ""title"": ""Automatically generating digital forensic reference data triggered by mobile application updates""
}
```","```json
{
    ""authors"": ""Angelina A. Claij-Swarta, Erik Oudsena, Bouke Timbermonta, Christopher Hargreavesb, Lena L. Voigtc""
}
```","```json
{
    ""school_names"": [
        ""Netherlands Forensic Institute"",
        ""University of Oxford"",
        ""Friedrich-Alexander-Universität Erlangen-Nürnberg""
    ]
}
```","```json
{
    ""author_countries"": [""Netherlands"", ""United Kingdom"", ""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Creating a standardized corpus for digital stratigraphic methods with fsstratify,"```json
{
    ""title"": ""Creating a standardized corpus for digital stratigraphic methods with fsstratify""
}
```","```json
{
    ""authors"": ""Julian Uthoff, Lisa Marie Dreier, Martin Lambertz, Mariia Rybalka, Felix C. Freiling""
}
```","```json
{
    ""school_names"": [
        ""Hamburg State Police"",
        ""Friedrich-Alexander-University Erlangen-Nuremberg"",
        ""Fraunhofer FKIE""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"LangurTrace: Forensic analysis of local LLM applications Sungjo Jeong, Sangjin Lee, Jungheum Park*","```json
{
    ""title"": ""LangurTrace: Forensic analysis of local LLM applications""
}
```","```json
{
    ""authors"": ""Sungjo Jeong, Sangjin Lee, Jungheum Park""
}
```","```json
{
    ""school_names"": [
        ""School of Cybersecurity, Korea University""
    ]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Advanced Monero wallet forensics: Demystifying off-chain artifacts to trace privacy-preserving cryptocurrency transactions,"```json
{
    ""title"": ""Advanced Monero wallet forensics: Demystifying off-chain artifacts to trace privacy-preserving cryptocurrency transactions""
}
```","```json
{
    ""authors"": ""Jeongin Lee, Geunyeong Choi, Jihyo Han, Jungheum Park""
}
```","```json
{
    ""school_names"": [
        ""School of Cybersecurity, Korea University""
    ]
}
```","```json
{
    ""author_countries"": [""South Korea""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
